customer_id,umur,region,jenis_kelamin,status_nikah,jenis_pekerjaan,has_sms_fin,has_internet_fin,has_tabungan,has_giro,has_deposito,has_loan,jenis_merchant
c0898,45.0,B,F,K,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0899,,J,F,B,Others,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c0900,35.0,B,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0901,53.0,X,F,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0902,30.0,L,M,K,,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c0903,,P,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c0904,45.0,R,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0905,40.0,L,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0906,,M,M,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0907,38.0,B,M,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c0908,,R,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0909,19.0,I,F,B,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0910,18.0,P,,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0911,48.0,K,M,K,Pedagang,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0912,30.0,B,F,K,Pedagang,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0913,50.0,F,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0914,31.0,R,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,CHAIN
c0915,,B,,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0916,,R,,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0917,42.0,M,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0918,30.0,L,M,B,Others,1.0,1.0,1.0,1.0,0.0,1.0,PARTNERSHIP
c0919,42.0,B,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0920,,C,M,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0921,34.0,B,M,K,Pedagang,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0922,20.0,Q,F,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0923,36.0,K,M,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0924,37.0,C,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0925,60.0,X,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0926,,F,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0927,,G,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0928,31.0,B,F,B,Pegawai Swasta,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c0929,60.0,B,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0930,44.0,B,F,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0931,49.0,H,F,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0932,64.0,R,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c0933,24.0,Q,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0934,45.0,H,M,K,Wiraswasta,1.0,0.0,1.0,1.0,1.0,1.0,RITEL
c0935,35.0,F,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0936,,Q,,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0937,56.0,E,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0938,51.0,H,M,K,,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0939,,F,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c0940,40.0,P,F,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0941,32.0,C,,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0942,48.0,K,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0943,61.0,L,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c0944,48.0,B,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0945,,H,M,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c0946,24.0,R,F,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0947,39.0,B,M,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c0948,39.0,B,M,B,Pedagang,0.0,0.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c0949,31.0,P,M,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0950,46.0,F,F,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0951,22.0,I,F,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c0952,53.0,F,F,K,Pedagang,1.0,1.0,1.0,1.0,1.0,0.0,RITEL
c0953,,F,M,K,Wiraswasta,0.0,1.0,0.0,1.0,0.0,0.0,RITEL
c0954,43.0,M,,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c0955,,L,M,K,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c0956,,Q,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0957,47.0,R,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0958,,H,F,B,Others,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c0959,31.0,P,F,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0960,57.0,B,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c0961,25.0,X,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0962,,I,F,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0963,37.0,B,F,K,Others,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c0964,41.0,B,F,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c0965,,F,M,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0966,36.0,R,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0967,46.0,R,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0968,68.0,H,M,K,Pedagang,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0969,44.0,I,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0970,50.0,P,F,K,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0971,25.0,H,F,,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0972,30.0,X,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0973,,R,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0974,50.0,L,M,K,,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0975,31.0,P,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0976,46.0,F,M,K,Pedagang,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0977,42.0,K,F,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,1.0,RITEL
c0978,58.0,R,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0979,33.0,Q,F,K,Ibu Rumah Tangga,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0980,45.0,N,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0981,42.0,Q,M,B,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0982,42.0,D,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0983,,H,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0984,,R,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c0985,34.0,C,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0986,49.0,R,M,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0987,34.0,F,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c0988,42.0,N,M,K,Pedagang,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c0989,50.0,G,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c0990,38.0,I,M,,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0991,33.0,H,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0992,,R,F,K,Pedagang,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c0993,30.0,B,M,B,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0994,44.0,N,F,J,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0995,47.0,B,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c0996,24.0,M,F,B,Pegawai Swasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c0997,58.0,L,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c0998,39.0,C,F,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c0999,42.0,G,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1000,38.0,N,F,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1001,51.0,R,F,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1002,26.0,L,F,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1003,59.0,H,,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1004,51.0,L,F,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1005,,R,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1006,32.0,P,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1007,34.0,F,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1008,32.0,P,M,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1009,56.0,E,F,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1010,50.0,P,F,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,1.0,RITEL
c1011,,I,M,B,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1012,46.0,H,M,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1013,32.0,E,,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1014,47.0,R,M,,Others,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1015,35.0,F,F,K,Others,1.0,1.0,1.0,1.0,1.0,0.0,RITEL
c1016,49.0,B,M,B,Pedagang,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1017,,E,F,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1018,,K,F,K,,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1019,41.0,L,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1020,42.0,I,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1021,54.0,F,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1022,57.0,K,M,K,Pegawai Swasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1023,54.0,R,M,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1024,41.0,Q,F,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1025,,I,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1026,49.0,X,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c1027,27.0,K,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1028,35.0,C,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1029,33.0,Q,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1030,,R,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,PARTNERSHIP
c1031,58.0,M,M,,,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c1032,,P,M,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1033,,N,M,K,Wiraswasta,1.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1034,47.0,F,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1035,,B,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c1036,27.0,F,M,B,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1037,32.0,K,M,,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1038,41.0,M,F,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c1039,44.0,Q,,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1040,38.0,M,,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1041,21.0,R,F,B,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1042,33.0,K,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,CHAIN
c1043,45.0,I,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1044,63.0,K,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1045,,I,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1046,56.0,K,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1047,52.0,I,F,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1048,,E,,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c1049,51.0,B,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1050,43.0,I,F,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1051,36.0,J,F,K,Ibu Rumah Tangga,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1052,50.0,Q,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c1053,40.0,B,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1054,34.0,B,,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1055,35.0,G,F,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1056,50.0,C,F,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1057,39.0,L,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1058,44.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1059,28.0,Q,F,B,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1060,23.0,G,M,B,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1061,,D,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1062,,I,M,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1063,39.0,F,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1064,46.0,K,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1065,29.0,I,F,B,Ibu Rumah Tangga,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1066,38.0,E,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,CHAIN
c1067,62.0,F,M,K,,1.0,0.0,1.0,1.0,1.0,1.0,RITEL
c1068,44.0,H,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,CHAIN
c1069,45.0,R,F,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1070,61.0,H,M,K,Others,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1071,50.0,K,M,K,Wiraswasta,0.0,0.0,1.0,1.0,1.0,0.0,RITEL
c1072,29.0,X,M,B,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1073,68.0,H,F,J,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1074,44.0,C,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1075,30.0,H,F,K,Pedagang,1.0,0.0,1.0,0.0,0.0,0.0,CHAIN
c1076,,L,F,K,Pegawai Swasta,0.0,1.0,1.0,1.0,1.0,1.0,RITEL
c1077,,B,M,K,,1.0,0.0,1.0,0.0,1.0,1.0,PARTNERSHIP
c1078,40.0,X,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1079,41.0,E,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1080,41.0,J,M,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1081,32.0,L,F,B,Pegawai Swasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1082,29.0,H,M,B,Others,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1083,53.0,I,F,,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1084,43.0,K,F,K,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1085,,B,F,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1086,,I,M,K,,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1087,59.0,P,F,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1088,68.0,M,M,B,Wiraswasta,0.0,1.0,1.0,1.0,1.0,1.0,RITEL
c1089,,E,M,K,Pedagang,0.0,0.0,0.0,1.0,0.0,1.0,RITEL
c1090,47.0,N,M,K,Pedagang,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1091,45.0,N,F,K,Others,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c1092,56.0,I,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1093,24.0,F,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1094,44.0,D,F,K,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1095,,B,M,K,,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1096,36.0,F,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1097,44.0,C,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1098,47.0,Q,,K,Pedagang,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1099,47.0,R,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1100,37.0,L,F,K,Pedagang,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1101,,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,1.0,RITEL
c1102,49.0,D,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1103,,P,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1104,,M,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1105,34.0,M,M,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1106,42.0,L,,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1107,,G,,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,1.0,RITEL
c1108,,H,M,K,Pedagang,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1109,52.0,B,F,K,Others,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1110,30.0,K,M,,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1111,31.0,R,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1112,48.0,G,M,K,Pedagang,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1113,,P,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1114,38.0,G,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1115,54.0,R,M,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1116,42.0,P,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1117,29.0,F,M,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1118,31.0,R,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1119,54.0,I,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1120,39.0,Q,F,,Wiraswasta,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1121,27.0,L,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1122,37.0,I,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1123,50.0,X,F,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1124,57.0,N,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1125,45.0,K,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1126,34.0,R,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1127,,K,M,,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1128,39.0,O,M,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,1.0,RITEL
c1129,49.0,L,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c1130,40.0,H,M,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1131,52.0,R,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1132,35.0,N,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1133,42.0,L,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1134,35.0,F,M,K,Others,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1135,39.0,H,F,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c1136,,F,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,CHAIN
c1137,59.0,I,F,K,Wiraswasta,1.0,0.0,1.0,0.0,1.0,1.0,RITEL
c1138,36.0,P,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1139,,B,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c1140,27.0,B,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1141,46.0,F,,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1142,52.0,H,M,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1143,45.0,G,F,K,Pedagang,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1144,59.0,G,F,J,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1145,,R,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1146,,R,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1147,30.0,M,F,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1148,41.0,F,M,K,Wiraswasta,1.0,1.0,1.0,1.0,1.0,0.0,RITEL
c1149,,N,M,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1150,27.0,Q,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1151,36.0,Q,F,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c1152,36.0,G,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1153,32.0,I,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1154,39.0,H,F,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c1155,,F,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1156,37.0,N,F,B,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1157,31.0,B,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1158,27.0,D,M,B,Wiraswasta,1.0,0.0,1.0,0.0,1.0,0.0,RITEL
c1159,37.0,M,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c1160,68.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1161,47.0,R,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1162,,R,M,B,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1163,41.0,E,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c1164,27.0,G,M,B,Others,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1165,61.0,B,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,CHAIN
c1166,51.0,X,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c1167,,L,F,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1168,36.0,L,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1169,30.0,P,F,B,Others,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c1170,29.0,X,M,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1171,34.0,J,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c1172,27.0,K,F,B,Wiraswasta,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c1173,27.0,N,F,K,Ibu Rumah Tangga,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1174,35.0,F,M,K,Wiraswasta,1.0,1.0,1.0,1.0,1.0,1.0,RITEL
c1175,48.0,E,F,K,Pegawai Swasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c1176,,Q,M,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
