customer_id,has_sms_fin,has_internet_fin,has_tabungan,has_giro,has_deposito,has_loan,umur_rekening
c1424,1.0,1.0,0.0,1.0,0.0,1.0,26.0
c1425,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c1426,0.0,0.0,1.0,0.0,0.0,0.0,82.0
c1427,0.0,0.0,1.0,0.0,0.0,0.0,90.0
c1428,0.0,1.0,1.0,0.0,1.0,0.0,89.0
c1429,0.0,1.0,1.0,0.0,0.0,1.0,61.0
c1430,1.0,1.0,1.0,1.0,0.0,1.0,30.0
c1431,0.0,1.0,1.0,0.0,0.0,1.0,23.0
c1432,0.0,0.0,1.0,0.0,0.0,0.0,56.0
c1433,0.0,0.0,1.0,1.0,0.0,1.0,103.0
c1434,0.0,1.0,1.0,0.0,0.0,0.0,94.0
c1435,0.0,1.0,1.0,0.0,1.0,0.0,102.0
c1436,0.0,0.0,0.0,1.0,0.0,0.0,227.0
c1437,1.0,1.0,1.0,0.0,0.0,0.0,88.0
c1438,1.0,0.0,1.0,0.0,0.0,0.0,67.0
c1439,0.0,1.0,1.0,0.0,1.0,1.0,68.0
c1440,1.0,1.0,1.0,0.0,0.0,1.0,13.0
c1441,0.0,1.0,1.0,0.0,0.0,1.0,16.0
c1442,1.0,1.0,1.0,0.0,0.0,1.0,84.0
c1443,0.0,1.0,1.0,0.0,0.0,0.0,90.0
c1444,0.0,0.0,1.0,0.0,1.0,1.0,41.0
c1445,0.0,1.0,1.0,0.0,0.0,0.0,12.0
c1446,1.0,1.0,1.0,0.0,1.0,1.0,78.0
c1447,0.0,1.0,1.0,1.0,0.0,1.0,96.0
c1448,0.0,0.0,1.0,0.0,1.0,0.0,93.0
c1449,1.0,1.0,1.0,0.0,0.0,0.0,12.0
c1450,0.0,1.0,1.0,0.0,0.0,0.0,91.0
c1451,1.0,0.0,1.0,0.0,0.0,0.0,69.0
c1452,1.0,1.0,1.0,1.0,0.0,1.0,87.0
c1453,0.0,1.0,1.0,1.0,0.0,1.0,172.0
c1454,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c1455,1.0,1.0,1.0,1.0,1.0,1.0,65.0
c1456,0.0,1.0,1.0,0.0,0.0,0.0,70.0
c1457,1.0,1.0,1.0,0.0,0.0,0.0,45.0
c1458,1.0,1.0,1.0,0.0,0.0,0.0,54.0
c1459,0.0,1.0,1.0,1.0,0.0,1.0,36.0
c1460,0.0,1.0,1.0,0.0,0.0,1.0,97.0
c1461,0.0,1.0,1.0,0.0,0.0,0.0,26.0
c1462,0.0,1.0,1.0,0.0,0.0,1.0,10.0
c1463,1.0,1.0,1.0,0.0,0.0,1.0,24.0
c1464,0.0,1.0,1.0,0.0,0.0,0.0,111.0
c1465,0.0,0.0,1.0,1.0,0.0,0.0,20.0
c1466,1.0,1.0,1.0,0.0,0.0,0.0,10.0
c1467,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1468,1.0,0.0,1.0,0.0,0.0,0.0,71.0
c1469,1.0,1.0,1.0,1.0,0.0,1.0,30.0
c1470,0.0,0.0,1.0,0.0,0.0,0.0,20.0
c1471,1.0,1.0,1.0,1.0,0.0,0.0,188.0
c1472,1.0,1.0,1.0,0.0,0.0,0.0,60.0
c1473,0.0,0.0,1.0,0.0,0.0,0.0,128.0
c1474,1.0,0.0,1.0,0.0,0.0,0.0,4.0
c1475,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c1476,0.0,0.0,1.0,0.0,0.0,0.0,76.0
c1477,0.0,0.0,1.0,0.0,0.0,1.0,137.0
c1478,0.0,0.0,1.0,0.0,0.0,0.0,142.0
c1479,1.0,0.0,1.0,0.0,0.0,0.0,18.0
c1480,0.0,1.0,1.0,0.0,0.0,0.0,64.0
c1481,0.0,0.0,1.0,0.0,0.0,0.0,251.0
c1482,1.0,1.0,1.0,0.0,0.0,1.0,76.0
c1483,0.0,0.0,1.0,0.0,0.0,0.0,4.0
c1484,0.0,1.0,1.0,0.0,0.0,0.0,269.0
c1485,0.0,1.0,1.0,0.0,1.0,1.0,64.0
c1486,1.0,1.0,1.0,0.0,1.0,0.0,24.0
c1487,0.0,1.0,1.0,0.0,0.0,0.0,148.0
c1488,0.0,1.0,1.0,0.0,0.0,0.0,120.0
c1489,0.0,0.0,1.0,0.0,0.0,0.0,19.0
c1490,1.0,1.0,1.0,0.0,0.0,0.0,269.0
c1491,0.0,1.0,1.0,1.0,0.0,0.0,151.0
c1492,0.0,0.0,1.0,1.0,0.0,1.0,269.0
c1493,1.0,1.0,1.0,0.0,0.0,0.0,75.0
c1494,1.0,1.0,1.0,0.0,0.0,1.0,17.0
c1495,0.0,1.0,1.0,0.0,0.0,1.0,54.0
c1496,1.0,0.0,1.0,0.0,0.0,0.0,72.0
c1497,1.0,0.0,1.0,1.0,0.0,0.0,132.0
c1498,0.0,0.0,1.0,0.0,0.0,0.0,61.0
c1499,0.0,1.0,1.0,0.0,0.0,1.0,37.0
c1500,1.0,1.0,1.0,0.0,0.0,0.0,143.0
c1501,1.0,1.0,1.0,0.0,0.0,0.0,111.0
c1502,1.0,1.0,1.0,0.0,0.0,0.0,49.0
c1503,0.0,1.0,1.0,0.0,0.0,0.0,16.0
c1504,1.0,0.0,1.0,0.0,0.0,1.0,31.0
c1505,0.0,1.0,1.0,0.0,0.0,0.0,10.0
c1506,1.0,1.0,1.0,1.0,0.0,1.0,59.0
c1507,1.0,1.0,1.0,0.0,0.0,1.0,22.0
c1508,0.0,1.0,1.0,0.0,0.0,0.0,178.0
c1509,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1510,0.0,0.0,1.0,1.0,1.0,0.0,135.0
c1511,0.0,1.0,1.0,0.0,0.0,1.0,92.0
c1512,1.0,1.0,1.0,0.0,0.0,0.0,5.0
c1513,1.0,0.0,1.0,0.0,1.0,0.0,24.0
c1514,1.0,0.0,1.0,0.0,0.0,0.0,104.0
c1515,0.0,0.0,1.0,0.0,0.0,0.0,6.0
c1516,0.0,0.0,1.0,0.0,0.0,0.0,148.0
c1517,1.0,1.0,1.0,0.0,0.0,0.0,9.0
c1518,0.0,1.0,1.0,0.0,0.0,0.0,55.0
c1519,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c1520,1.0,1.0,1.0,0.0,0.0,0.0,16.0
c1521,1.0,0.0,1.0,0.0,0.0,0.0,1.0
c1522,1.0,1.0,1.0,0.0,0.0,1.0,23.0
c1523,1.0,1.0,1.0,0.0,0.0,0.0,73.0
c1524,0.0,1.0,1.0,0.0,0.0,0.0,163.0
c1525,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c1526,1.0,0.0,1.0,1.0,0.0,0.0,117.0
c1527,1.0,0.0,1.0,0.0,0.0,1.0,57.0
c1528,0.0,0.0,1.0,0.0,1.0,1.0,121.0
c1529,1.0,0.0,1.0,0.0,0.0,1.0,153.0
c1530,0.0,1.0,1.0,0.0,0.0,0.0,35.0
c1531,1.0,1.0,1.0,1.0,0.0,1.0,127.0
c1532,1.0,0.0,1.0,0.0,0.0,1.0,14.0
c1533,0.0,1.0,1.0,0.0,0.0,1.0,161.0
c1534,0.0,0.0,1.0,0.0,0.0,0.0,68.0
c1535,0.0,0.0,1.0,0.0,0.0,1.0,28.0
c1536,1.0,1.0,1.0,0.0,0.0,0.0,11.0
c1537,0.0,0.0,1.0,0.0,1.0,0.0,185.0
c1538,1.0,1.0,1.0,0.0,0.0,0.0,2.0
c1539,0.0,0.0,1.0,0.0,0.0,0.0,4.0
c1540,1.0,0.0,1.0,1.0,0.0,0.0,98.0
c1541,1.0,1.0,1.0,0.0,0.0,0.0,117.0
c1542,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1543,0.0,0.0,1.0,0.0,0.0,0.0,128.0
c1544,1.0,1.0,1.0,0.0,0.0,0.0,46.0
c1545,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c1546,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c1547,1.0,0.0,1.0,0.0,0.0,0.0,51.0
c1548,0.0,0.0,1.0,0.0,0.0,0.0,237.0
c1549,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c1550,1.0,0.0,1.0,0.0,0.0,0.0,60.0
c1551,1.0,1.0,1.0,0.0,1.0,1.0,111.0
c1552,0.0,1.0,1.0,0.0,0.0,1.0,71.0
c1553,1.0,1.0,1.0,0.0,0.0,0.0,55.0
c1554,0.0,0.0,1.0,0.0,0.0,0.0,31.0
c1555,0.0,0.0,1.0,1.0,0.0,1.0,19.0
c1556,0.0,0.0,1.0,1.0,0.0,1.0,1.0
c1557,0.0,0.0,1.0,1.0,1.0,0.0,107.0
c1558,0.0,0.0,1.0,1.0,0.0,1.0,109.0
c1559,0.0,1.0,1.0,1.0,1.0,0.0,100.0
c1560,0.0,1.0,1.0,1.0,0.0,1.0,87.0
c1561,0.0,0.0,1.0,0.0,0.0,0.0,57.0
c1562,0.0,0.0,1.0,0.0,0.0,0.0,120.0
c1563,1.0,1.0,1.0,0.0,0.0,0.0,5.0
c1564,0.0,1.0,1.0,0.0,0.0,1.0,103.0
c1565,0.0,0.0,1.0,1.0,0.0,0.0,81.0
c1566,0.0,1.0,1.0,0.0,0.0,1.0,78.0
c1567,0.0,1.0,1.0,0.0,0.0,0.0,72.0
c1568,0.0,1.0,1.0,1.0,1.0,0.0,123.0
c1569,1.0,1.0,1.0,0.0,1.0,1.0,101.0
c1570,0.0,1.0,1.0,0.0,0.0,1.0,7.0
c1571,1.0,1.0,1.0,0.0,0.0,1.0,85.0
c1572,1.0,1.0,1.0,0.0,0.0,1.0,87.0
c1573,1.0,1.0,1.0,0.0,0.0,1.0,109.0
c1574,1.0,1.0,1.0,0.0,1.0,0.0,51.0
c1575,0.0,1.0,1.0,0.0,0.0,1.0,15.0
c1576,0.0,0.0,1.0,0.0,0.0,0.0,65.0
c1577,0.0,0.0,1.0,0.0,0.0,0.0,4.0
c1578,0.0,0.0,1.0,1.0,0.0,0.0,1.0
c1579,1.0,1.0,1.0,0.0,0.0,0.0,97.0
c1580,1.0,1.0,1.0,0.0,0.0,0.0,89.0
c1581,0.0,1.0,1.0,0.0,0.0,0.0,10.0
c1582,0.0,1.0,1.0,0.0,0.0,0.0,7.0
c1583,0.0,1.0,1.0,0.0,0.0,0.0,35.0
c1584,1.0,0.0,1.0,0.0,0.0,0.0,10.0
c1585,0.0,0.0,1.0,0.0,0.0,1.0,109.0
c1586,1.0,1.0,1.0,0.0,0.0,1.0,35.0
c1587,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c1588,1.0,0.0,1.0,0.0,0.0,0.0,1.0
c1589,0.0,1.0,1.0,0.0,0.0,1.0,83.0
c1590,1.0,0.0,1.0,0.0,1.0,1.0,160.0
c1591,0.0,1.0,1.0,0.0,1.0,1.0,137.0
c1592,0.0,0.0,1.0,0.0,1.0,0.0,269.0
c1593,0.0,0.0,1.0,0.0,0.0,1.0,29.0
c1594,0.0,0.0,1.0,0.0,0.0,1.0,89.0
c1595,1.0,1.0,1.0,0.0,0.0,0.0,40.0
c1596,0.0,0.0,1.0,1.0,0.0,1.0,116.0
c1597,1.0,1.0,1.0,0.0,0.0,1.0,132.0
c1598,0.0,1.0,1.0,0.0,0.0,0.0,16.0
c1599,0.0,0.0,1.0,0.0,0.0,1.0,1.0
c1600,1.0,1.0,1.0,1.0,0.0,1.0,74.0
c1601,1.0,1.0,1.0,0.0,1.0,0.0,4.0
c1602,1.0,1.0,1.0,1.0,1.0,1.0,269.0
c1603,1.0,0.0,1.0,0.0,0.0,0.0,87.0
c1604,1.0,1.0,1.0,1.0,0.0,1.0,90.0
c1605,0.0,1.0,1.0,0.0,0.0,0.0,38.0
c1606,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c1607,1.0,1.0,1.0,0.0,0.0,0.0,199.0
c1608,0.0,1.0,1.0,0.0,0.0,1.0,65.0
c1609,1.0,1.0,1.0,1.0,0.0,1.0,156.0
c1610,0.0,0.0,1.0,0.0,0.0,1.0,4.0
c1611,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c1612,1.0,1.0,1.0,0.0,0.0,0.0,103.0
c1613,1.0,0.0,1.0,1.0,0.0,0.0,140.0
c1614,1.0,1.0,1.0,1.0,0.0,0.0,46.0
c1615,0.0,1.0,1.0,1.0,0.0,0.0,54.0
c1616,1.0,0.0,1.0,0.0,0.0,0.0,51.0
c1617,0.0,1.0,1.0,1.0,0.0,0.0,77.0
c1618,1.0,1.0,1.0,1.0,0.0,1.0,78.0
c1619,0.0,1.0,1.0,0.0,1.0,0.0,54.0
c1620,1.0,1.0,1.0,0.0,0.0,1.0,108.0
c1621,1.0,1.0,1.0,0.0,0.0,0.0,110.0
c1622,0.0,1.0,1.0,0.0,0.0,0.0,103.0
c1623,0.0,0.0,1.0,0.0,0.0,0.0,98.0
c1624,0.0,0.0,1.0,0.0,0.0,0.0,83.0
c1625,0.0,1.0,1.0,1.0,0.0,1.0,107.0
c1626,0.0,0.0,1.0,1.0,0.0,1.0,33.0
c1627,0.0,1.0,1.0,0.0,1.0,0.0,81.0
c1628,1.0,1.0,1.0,1.0,0.0,0.0,132.0
c1629,1.0,1.0,1.0,0.0,0.0,1.0,88.0
c1630,1.0,1.0,1.0,0.0,1.0,0.0,73.0
c1631,0.0,0.0,1.0,0.0,0.0,0.0,83.0
c1632,0.0,1.0,1.0,0.0,1.0,0.0,2.0
c1633,0.0,1.0,1.0,0.0,0.0,0.0,19.0
c1634,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c1635,0.0,1.0,1.0,0.0,0.0,1.0,52.0
c1636,1.0,1.0,1.0,0.0,0.0,0.0,24.0
c1637,0.0,1.0,1.0,0.0,0.0,1.0,43.0
c1638,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c1639,1.0,1.0,1.0,0.0,0.0,0.0,4.0
c1640,1.0,1.0,1.0,1.0,0.0,0.0,86.0
c1641,1.0,1.0,1.0,0.0,0.0,1.0,146.0
c1642,0.0,0.0,0.0,1.0,0.0,0.0,0.0
c1643,1.0,0.0,1.0,0.0,0.0,1.0,74.0
c1644,1.0,1.0,1.0,0.0,1.0,0.0,48.0
c1645,0.0,1.0,1.0,1.0,0.0,0.0,54.0
c1646,1.0,1.0,1.0,0.0,0.0,0.0,2.0
c1647,1.0,1.0,1.0,1.0,1.0,1.0,114.0
c1648,1.0,1.0,1.0,0.0,0.0,0.0,5.0
c1649,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c1650,0.0,0.0,0.0,1.0,0.0,1.0,63.0
c1651,0.0,1.0,1.0,0.0,0.0,0.0,70.0
c1652,0.0,1.0,1.0,0.0,0.0,0.0,35.0
c1653,0.0,1.0,1.0,1.0,0.0,1.0,124.0
c1654,1.0,1.0,1.0,1.0,0.0,0.0,87.0
c1655,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c1656,1.0,0.0,1.0,0.0,0.0,0.0,164.0
c1657,1.0,1.0,1.0,0.0,0.0,0.0,75.0
c1658,0.0,1.0,1.0,0.0,0.0,1.0,54.0
c1659,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c1660,1.0,0.0,1.0,0.0,1.0,0.0,82.0
c1661,0.0,1.0,1.0,0.0,0.0,0.0,73.0
c1662,0.0,1.0,1.0,0.0,0.0,0.0,62.0
c1663,0.0,1.0,1.0,0.0,0.0,0.0,155.0
c1664,0.0,0.0,1.0,0.0,0.0,1.0,6.0
c1665,0.0,1.0,1.0,0.0,0.0,1.0,260.0
c1666,1.0,1.0,1.0,1.0,0.0,0.0,1.0
c1667,1.0,1.0,1.0,0.0,0.0,0.0,22.0
c1668,1.0,0.0,1.0,0.0,1.0,0.0,4.0
c1669,0.0,0.0,1.0,0.0,0.0,0.0,150.0
c1670,0.0,0.0,1.0,0.0,1.0,0.0,150.0
c1671,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1672,0.0,0.0,1.0,0.0,0.0,0.0,80.0
c1673,0.0,1.0,1.0,0.0,0.0,1.0,0.0
c1674,1.0,1.0,1.0,1.0,0.0,0.0,86.0
c1675,1.0,0.0,1.0,1.0,0.0,1.0,68.0
c1676,0.0,0.0,1.0,0.0,0.0,0.0,50.0
c1677,0.0,1.0,1.0,0.0,0.0,0.0,57.0
c1678,0.0,0.0,1.0,0.0,0.0,0.0,62.0
c1679,1.0,1.0,1.0,0.0,0.0,0.0,30.0
c1680,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c1681,0.0,0.0,1.0,0.0,0.0,0.0,269.0
c1682,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c1683,0.0,1.0,1.0,0.0,0.0,1.0,1.0
c1684,0.0,1.0,1.0,0.0,0.0,0.0,195.0
c1685,0.0,0.0,1.0,1.0,0.0,0.0,46.0
c1686,0.0,0.0,1.0,0.0,0.0,0.0,49.0
c1687,0.0,0.0,1.0,0.0,0.0,0.0,19.0
c1688,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1689,1.0,1.0,1.0,0.0,1.0,1.0,67.0
c1690,0.0,1.0,1.0,0.0,0.0,0.0,105.0
c1691,0.0,1.0,1.0,0.0,0.0,0.0,36.0
c1692,0.0,0.0,0.0,1.0,0.0,0.0,34.0
c1693,1.0,1.0,1.0,0.0,0.0,1.0,115.0
c1694,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1695,1.0,1.0,1.0,0.0,0.0,1.0,78.0
c1696,1.0,0.0,1.0,0.0,0.0,1.0,122.0
c1697,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c1698,1.0,1.0,1.0,0.0,0.0,0.0,105.0
c1699,1.0,1.0,1.0,0.0,1.0,1.0,135.0
c1700,1.0,1.0,1.0,0.0,0.0,0.0,56.0
c1701,1.0,1.0,1.0,0.0,0.0,0.0,53.0
c1702,1.0,1.0,1.0,0.0,0.0,0.0,43.0
c1703,0.0,1.0,1.0,0.0,0.0,1.0,78.0
c1704,1.0,1.0,1.0,0.0,0.0,1.0,8.0
c1705,0.0,1.0,1.0,0.0,0.0,0.0,97.0
c1706,1.0,1.0,1.0,1.0,1.0,0.0,76.0
c1707,0.0,0.0,1.0,0.0,0.0,0.0,40.0
c1708,1.0,1.0,1.0,0.0,0.0,1.0,37.0
c1709,1.0,0.0,1.0,0.0,0.0,0.0,20.0
c1710,1.0,1.0,1.0,1.0,0.0,0.0,111.0
c1711,0.0,1.0,1.0,1.0,0.0,0.0,2.0
c1712,0.0,0.0,1.0,1.0,0.0,0.0,84.0
c1713,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c1714,0.0,0.0,1.0,0.0,0.0,0.0,82.0
c1715,1.0,1.0,1.0,0.0,0.0,0.0,63.0
c1716,0.0,0.0,1.0,0.0,1.0,0.0,61.0
c1717,0.0,1.0,1.0,0.0,0.0,1.0,58.0
c1718,1.0,0.0,1.0,0.0,0.0,0.0,73.0
c1719,1.0,0.0,1.0,0.0,0.0,1.0,74.0
c1720,0.0,0.0,1.0,0.0,0.0,0.0,45.0
c1721,0.0,1.0,1.0,0.0,1.0,0.0,69.0
c1722,1.0,1.0,1.0,1.0,0.0,0.0,54.0
c1723,1.0,0.0,1.0,0.0,0.0,0.0,32.0
c1724,1.0,1.0,1.0,0.0,0.0,1.0,1.0
c1725,0.0,0.0,1.0,0.0,0.0,0.0,24.0
c1726,0.0,0.0,1.0,0.0,0.0,0.0,143.0
c1727,0.0,1.0,1.0,0.0,0.0,1.0,24.0
c1728,1.0,0.0,1.0,1.0,0.0,0.0,105.0
c1729,0.0,0.0,1.0,0.0,0.0,0.0,86.0
c1730,1.0,1.0,1.0,0.0,0.0,0.0,23.0
c1731,1.0,1.0,1.0,0.0,0.0,1.0,131.0
c1732,1.0,1.0,1.0,1.0,0.0,1.0,4.0
c1733,0.0,1.0,1.0,0.0,0.0,0.0,111.0
c1734,0.0,1.0,1.0,0.0,0.0,1.0,6.0
c1735,0.0,1.0,1.0,0.0,0.0,1.0,76.0
c1736,1.0,1.0,1.0,1.0,0.0,1.0,89.0
c1737,1.0,1.0,1.0,0.0,0.0,0.0,34.0
c1738,0.0,1.0,1.0,0.0,0.0,0.0,120.0
c1739,0.0,0.0,1.0,0.0,0.0,0.0,76.0
c1740,1.0,1.0,1.0,1.0,0.0,1.0,73.0
c1741,0.0,0.0,1.0,0.0,0.0,0.0,67.0
c1742,0.0,0.0,1.0,0.0,0.0,0.0,23.0
c1743,0.0,1.0,1.0,0.0,1.0,1.0,209.0
c1744,0.0,0.0,0.0,1.0,0.0,0.0,27.0
c1745,0.0,1.0,1.0,0.0,0.0,0.0,20.0
c1746,0.0,1.0,1.0,0.0,0.0,0.0,5.0
c1747,0.0,1.0,1.0,0.0,1.0,1.0,27.0
c1748,0.0,1.0,1.0,0.0,0.0,1.0,90.0
c1749,1.0,1.0,1.0,0.0,0.0,0.0,64.0
c1750,0.0,0.0,1.0,0.0,0.0,0.0,64.0
c1751,1.0,1.0,1.0,0.0,0.0,0.0,74.0
c1752,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c1753,1.0,1.0,1.0,1.0,1.0,0.0,74.0
c1754,1.0,1.0,1.0,1.0,0.0,0.0,129.0
c1755,0.0,1.0,1.0,0.0,0.0,0.0,13.0
c1756,0.0,0.0,1.0,0.0,0.0,0.0,75.0
c1757,0.0,1.0,1.0,0.0,0.0,0.0,63.0
c1758,0.0,1.0,1.0,0.0,1.0,0.0,144.0
c1759,0.0,1.0,1.0,0.0,0.0,1.0,14.0
c1760,0.0,1.0,1.0,0.0,0.0,0.0,67.0
c1761,1.0,1.0,1.0,0.0,0.0,1.0,56.0
c1762,0.0,0.0,1.0,0.0,0.0,0.0,20.0
c1763,0.0,1.0,1.0,0.0,0.0,0.0,79.0
c1764,1.0,1.0,1.0,1.0,0.0,1.0,153.0
c1765,0.0,1.0,1.0,0.0,1.0,0.0,232.0
c1766,0.0,0.0,1.0,0.0,0.0,1.0,55.0
c1767,1.0,1.0,1.0,0.0,1.0,0.0,47.0
c1768,0.0,1.0,1.0,0.0,0.0,1.0,71.0
c1769,0.0,1.0,1.0,0.0,0.0,1.0,61.0
c1770,0.0,0.0,0.0,1.0,0.0,1.0,0.0
c1771,1.0,0.0,1.0,0.0,0.0,0.0,96.0
c1772,0.0,1.0,1.0,0.0,1.0,0.0,178.0
c1773,1.0,1.0,1.0,0.0,0.0,1.0,10.0
c1774,0.0,0.0,1.0,0.0,0.0,0.0,3.0
c1775,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c1776,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c1777,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c1778,0.0,0.0,1.0,0.0,0.0,1.0,77.0
c1779,1.0,1.0,1.0,1.0,0.0,0.0,50.0
c1780,1.0,0.0,1.0,0.0,0.0,0.0,74.0
c1781,0.0,0.0,1.0,1.0,0.0,0.0,252.0
c1782,0.0,0.0,1.0,0.0,0.0,1.0,58.0
c1783,0.0,0.0,1.0,0.0,0.0,0.0,19.0
c1784,0.0,1.0,1.0,1.0,0.0,1.0,81.0
c1785,0.0,0.0,1.0,0.0,0.0,0.0,55.0
c1786,0.0,0.0,0.0,1.0,0.0,1.0,17.0
c1787,0.0,0.0,1.0,0.0,0.0,0.0,30.0
c1788,1.0,0.0,1.0,0.0,0.0,0.0,99.0
c1789,1.0,0.0,1.0,1.0,0.0,1.0,100.0
c1790,0.0,1.0,1.0,0.0,1.0,1.0,107.0
c1791,0.0,0.0,1.0,0.0,0.0,0.0,90.0
c1792,1.0,0.0,1.0,0.0,0.0,0.0,100.0
c1793,1.0,1.0,1.0,0.0,0.0,1.0,31.0
c1794,0.0,1.0,1.0,0.0,0.0,0.0,15.0
c1795,1.0,0.0,1.0,0.0,0.0,0.0,106.0
c1796,1.0,1.0,1.0,1.0,0.0,1.0,83.0
c1797,0.0,1.0,1.0,0.0,0.0,0.0,43.0
c1798,0.0,1.0,1.0,0.0,1.0,1.0,36.0
c1799,0.0,1.0,1.0,0.0,0.0,1.0,16.0
c1800,0.0,1.0,1.0,0.0,1.0,0.0,77.0
c1801,1.0,0.0,1.0,0.0,0.0,0.0,1.0
c1802,1.0,1.0,1.0,1.0,1.0,1.0,123.0
c1803,1.0,1.0,1.0,0.0,0.0,1.0,35.0
c1804,1.0,1.0,1.0,0.0,0.0,0.0,162.0
c1805,1.0,1.0,1.0,0.0,0.0,0.0,91.0
c1806,1.0,0.0,1.0,0.0,0.0,1.0,75.0
c1807,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c1808,1.0,0.0,1.0,0.0,0.0,0.0,65.0
c1809,1.0,0.0,1.0,0.0,0.0,0.0,124.0
c1810,0.0,1.0,1.0,0.0,0.0,1.0,7.0
c1811,0.0,1.0,1.0,0.0,1.0,1.0,166.0
c1812,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c1813,1.0,1.0,1.0,0.0,0.0,1.0,94.0
c1814,1.0,0.0,1.0,0.0,1.0,0.0,76.0
c1815,1.0,1.0,1.0,0.0,0.0,1.0,64.0
c1816,0.0,1.0,1.0,0.0,0.0,0.0,218.0
c1817,0.0,0.0,1.0,0.0,0.0,0.0,47.0
c1818,1.0,1.0,1.0,0.0,1.0,1.0,110.0
c1819,0.0,0.0,1.0,0.0,0.0,0.0,92.0
c1820,1.0,0.0,1.0,0.0,0.0,1.0,28.0
c1821,1.0,1.0,1.0,0.0,0.0,0.0,39.0
c1822,0.0,0.0,1.0,0.0,1.0,0.0,119.0
c1823,0.0,1.0,1.0,0.0,0.0,0.0,39.0
c1824,0.0,0.0,0.0,1.0,0.0,1.0,1.0
c1825,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c1826,0.0,1.0,1.0,0.0,0.0,0.0,17.0
c1827,1.0,1.0,1.0,0.0,0.0,1.0,0.0
c1828,0.0,1.0,1.0,0.0,0.0,0.0,101.0
c1829,1.0,1.0,1.0,0.0,0.0,0.0,66.0
c1830,0.0,1.0,1.0,0.0,0.0,1.0,67.0
c1831,0.0,0.0,1.0,0.0,0.0,0.0,11.0
c1832,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1833,0.0,1.0,1.0,0.0,0.0,1.0,83.0
c1834,0.0,1.0,1.0,0.0,0.0,0.0,79.0
c1835,1.0,1.0,1.0,1.0,0.0,0.0,144.0
c1836,1.0,1.0,1.0,0.0,0.0,1.0,147.0
c1837,1.0,1.0,1.0,0.0,0.0,1.0,125.0
c1838,0.0,0.0,1.0,0.0,0.0,1.0,269.0
c1839,0.0,1.0,1.0,0.0,0.0,0.0,119.0
c1840,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c1841,1.0,1.0,1.0,1.0,0.0,0.0,60.0
c1842,1.0,1.0,1.0,0.0,0.0,0.0,147.0
c1843,1.0,0.0,1.0,0.0,0.0,1.0,95.0
c1844,1.0,1.0,1.0,0.0,0.0,0.0,129.0
c1845,1.0,1.0,1.0,0.0,1.0,0.0,107.0
c1846,0.0,1.0,1.0,0.0,0.0,0.0,37.0
c1847,1.0,0.0,1.0,0.0,0.0,1.0,5.0
c1848,1.0,1.0,1.0,0.0,0.0,1.0,94.0
c1849,1.0,1.0,1.0,1.0,0.0,0.0,76.0
c1850,0.0,1.0,1.0,0.0,0.0,1.0,3.0
c1851,1.0,1.0,1.0,0.0,0.0,1.0,84.0
c1852,0.0,0.0,1.0,0.0,0.0,1.0,56.0
c1853,0.0,1.0,1.0,1.0,0.0,0.0,130.0
c1854,0.0,1.0,1.0,0.0,0.0,1.0,60.0
c1855,1.0,1.0,1.0,1.0,1.0,0.0,237.0
c1856,1.0,1.0,1.0,1.0,0.0,1.0,193.0
c1857,1.0,1.0,1.0,0.0,0.0,0.0,80.0
c1858,1.0,1.0,1.0,1.0,1.0,1.0,204.0
